"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Afghanistan","AFG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Angola","AGO","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","15.834196369121","21.2608056842657","20.1069410228998","20.9261042279001","17.82626378517","16.8222447142506","14.22482628079","20.3840290081998","19.9556566271436","19.9630642352265","19.1593948140793","16.6165495845697","17.6234054770716","17.0652488118416","20.307574107072","19.8912888219892","20.3842360205843","22.0179649033579","22.1032510621213","25.4803884173733","25.4828610894249","24.0980759316387","24.9646618214416","24.4396830159153","22.7801963282831","23.498096951988","23.8744737221415","22.1248654389638","24.7144129205662","25.2200519176355","26.6792999769536","28.1478041542876","31.7214241193656","31.5616371865686","27.0837714677975","31.6746743551437","34.7424758172093","37.9607595728901","41.7993312438043","42.9925150346511","43.8497838995534","48.0100597690859","46.4879075347346","48.2795515276488","","","",
"Albania","ALB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","74.6607032875427","77.1741106583994","74.3666339192289","75.3974630495873","75.7464247641652","76.1939197382069","75.8818779112211","78.0247036369265","75.0118130475276","80.9287927914084","78.0379104914866","77.836534442498","78.8759441227688","81.0974774748578","81.4337623759461","77.0583127402526","78.6375113710156","80.3814035334453","79.6938123131685","76.5939750800565","69.8249960719512","56.079290645733","53.4789779579446","54.8469148031933","49.5416411855723","45.453763744009","41.4493402366839","45.2948182996352","58.2387938547152","58.7150980055366","60.9558278415635","63.233130384996","64.5283712223687","65.5782732614305","66.4866805505628","64.4559899021893","65.1223924710814","63.8471757910902","63.4217264005157","63.2390037485134","61.5027652749324","57.7540817221547","56.3953388128232","61.4218013942638","","","",
"Andorra","AND","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","82.2465192248725","83.0567698186162","84.6192627997353","85.5193700687693","85.7991706554729","86.8552185834082","87.5170123122303","88.7740485770486","90.2875998596354","91.372323295903","91.5737040912032","92.2448306294669","93.2632058568525","93.3849900401963","92.8790006808548","93.4155550854618","93.6718333593795","94.2890249197984","94.4086024489082","93.7101768771126","92.9374112856529","94.1513801083268","94.4699617806532","94.1597016948098","94.8709663546965","94.7562593985545","95.0069238303613","94.8573232074688","94.6478484479946","95.1092713145079","95.2000280467481","94.9056327470897","95.2563690135044","95.0102574590252","95.247707224632","95.6747923062536","96.1591095992568","96.466731106061","96.6128894870508","96.3194204929229","96.2816000936271","96.5920838439968","97.0729342288604","97.0444917785439","","","",
"United Arab Emirates","ARE","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","100","100","100","100","100","100","100","100","99.999982044277","99.9999861727232","","","99.9999892637833","99.9999917201113","","100","100","100","100","100","","99.8552217089787","99.8873714104129","99.9096443670454","99.9149675375092","99.9396062917291","99.9428216565202","99.9464139822009","99.9475251562273","99.9463267021532","99.9579101547342","99.9575678205787","99.956868038962","99.9402355645341","99.9371768487103","99.9299339718219","99.9251754727605","99.9268309689007","99.9190167615388","99.9153331652349","99.9136440047695","99.9205118311652","99.8878462682136","99.8124633595556","","","",
"Argentina","ARG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","92.8843965417758","93.2655509059515","93.3734989863051","91.5377905047007","91.6485582816537","92.1308887183161","92.3762472984253","90.951941331343","91.3661118076995","90.275258791395","90.0171816643094","90.44518434756","89.1618863394368","88.4582640871514","87.1563995094823","88.4504697159391","88.1616585543452","90.1810061304169","91.3792509919561","88.6526051343886","88.8547389577254","88.8059454165094","87.6872288578591","87.0019354398646","87.0920956665239","87.6962835342464","86.8950134337376","86.7851176272838","88.279122414155","88.3875102923294","85.9945441146675","85.8034079487598","86.0147138119322","89.3249676255497","89.0532841465512","88.653227962763","89.2253784916497","90.6517893541905","89.6119931478185","89.503243212831","88.8538111244916","89.0249070672489","88.9660644106576","88.5425165886609","","","",
"Armenia","ARM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.0440551837946","96.5165669381002","92.7192848878746","82.0637673121603","76.968403123853","84.2510636202063","57.650823952163","70.6360975745997","72.1261074932223","65.2516387031746","70.0489923558026","71.1767448005604","61.8060966393765","65.7106212999384","66.9014276132531","68.0984178691466","67.4958082381311","70.5525640010011","73.2861329083986","68.205458300287","67.4011084886","71.549929885755","77.3329432877543","75.4928438218553","74.5618657137382","","","",
"American Samoa","ASM","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Fossil fuel energy consumption (% of total)","EG.USE.COMM.FO.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","0","0","0","0","","","","","","","","","","",
