"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Singapore","SGP","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","124","160","262","250","289","334","365","","","","","529","632","864","631","603","","852","927","1003","","","","","","","","","","2412","12357","6048","6367","6679","7720","7726","7575","7248","7944","8036","8537","9255","8899","7986","8878","8738","8604","8579","9009","9345","9379","",
"Solomon Islands","SLB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","4","12","4","8","6","2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Patent applications, nonresidents","IP.PAT.NRES","","","","19","21","39","12","24","","","25","22","24","","26","","","9","","25","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","130","31","99","127","79","","61","84","65","40","","","","34","44","26","97","75","76","64","","","","","","","","","","","","","","","","","217","183","187","196","171","",
"San Marino","SMR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155","191","296","454","",
"Somalia","SOM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","78","","","5","7","","8","16","19","","7","","","","","","7","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694","609","273","121","237","40","39","49","32","20","10","13","21","",
"Sub-Saharan Africa (excluding high income)","SSA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","2","","8","3","","","",
"Suriname","SUR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","681","620","1400","1498","1578","1612","1683","1804","1696","1599","1437","238","95","90","106","75","63","48","33","35","26","23","28","15","",
"Slovenia","SVN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","409","784","404","116","201","238","127","138","124","107","101","60","42","29","12","15","6","12","11","11","","","","","","",
"Sweden","SWE","Patent applications, nonresidents","IP.PAT.NRES","","","","10340","11515","12265","13189","12839","13338","13825","13515","12610","12751","12769","11933","10757","10622","10476","8917","6625","5086","3968","3442","2958","2705","2322","1939","1695","1462","1270","1073","702","657","614","636","924","857","940","753","853","844","574","597","703","462","438","413","398","306","463","353","337","148","163","441","390","352","",
"Eswatini","SWZ","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","15","11","","","14","27","","","","","","35","30","","","","27","","","47","","","","","","","","","","","","","","","","","","","6","3","","2","2","","",
"Sint Maarten (Dutch part)","SXM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","4","1","6","3","7","","3","1","2","","","5","","","","","","","1","6","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Patent applications, nonresidents","IP.PAT.NRES","","","","126","","138","156","144","108","126","104","121","107","85","84","93","","","111","115","98","76","81","","","","","","","","","","33","40","42","68","59","46","9","","48","39","47","36","40","34","133","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","8724","7379","10268","9081","10545","10224","11361","14196","16661","18617","21719","28369","32138","50152","51590","45489","51367","54476","63559","81467","99740","107111","110439","116506","104498","115702","130566","135324","145727","155059","163352","162776","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16270","11939","11600","13451","14352","18417","18699","19227","21196","21309","19651","18759","17451","18375","14675","16538","19644","17221","18128","19276","19350","20329","20090","20064","18286","",
"Togo","TGO","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","15","202","306","331","512","619","652","634","814","1041","1381","1867","1907","1906","2353","2816","3387","4355","5148","4592","4438","4488","4798","3874","4329","4554","5449","5221","5873","5839","4832","723","2997","5726","5832","6924","7138","6722","",
"Tajikistan","TJK","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","30","141","51","9","5","7","1","","1","2","6","","","","1","3","1","3","2","","1","","",
"Turkmenistan","TKM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170","50","16","5","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","13428","15039","15795","22373","","22967","18262","23083","19361","18109","","","17714","","18300","18118","19087","17015","15103","14301","10632","10653","11432","10001","11275","13827","14346","17240","18712","21619","16916","22305","36674","34477","38749","42448","38249","35195","33804","35491","39906","44222","47290","49260","41978","45303","50662","52547","52600","53902","55063","49678","",
"Timor-Leste","TLS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Patent applications, nonresidents","IP.PAT.NRES","","","","","1901","2289","2525","3081","2493","2590","2496","2537","2542","2519","3305","5234","3902","3533","3629","2842","2394","2155","1824","1910","1950","1428","","1164","1256","1314","1362","1241","1012","1250","1224","1492","1548","","2191","1791","1821","1679","1605","1603","1890","2944","","4585","","","4757","4703","4455","4387","3992","3874","4185","",
"Tonga","TON","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Patent applications, nonresidents","IP.PAT.NRES","3782","4515","","4919","6183","6441","6001","5462","5480","5453","3982","3880","3164","3029","3168","2498","2425","2331","2459","2506","2355","2069","2131","","2473","2670","2677","2708","2705","2770","3356","2999","2963","3279","3933","5973","7945","9590","8324","4157","7979","9853","10277","10707","14923","21307","25447","30920","32304","27500","32400","34830","35501","33592","31875","34389","33080","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Patent applications, nonresidents","IP.PAT.NRES","","","","113","130","129","114","155","125","100","113","161","128","95","145","126","105","127","117","118","123","","83","","","","","","","","","","54","62","70","63","110","154","107","120","154","239","221","231","205","205","278","317","280","","","","213","174","184","165","133","",
"Tunisia","TUN","Patent applications, nonresidents","IP.PAT.NRES","","","","202","192","221","229","271","228","","209","206","173","151","178","207","195","232","210","235","214","183","","197","201","202","139","120","118","118","134","104","98","100","106","115","128","174","200","190","210","156","58","120","223","282","379","416","472","452","508","543","476","437","400","409","348","",
"Turkey","TUR","Patent applications, nonresidents","IP.PAT.NRES","","","","484","600","640","832","813","545","561","547","569","","610","571","512","598","659","429","485","527","368","385","","447","461","552","760","747","886","1090","1057","1063","1057","1216","1520","735","1327","2276","2744","3156","2875","1424","348","235","218","160","211","176","177","177","228","232","269","331","489","618","",
"Tuvalu","TUV","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Patent applications, nonresidents","IP.PAT.NRES","","","","58","76","65","","86","","","","","45","","65","","57","71","","42","88","","30","57","","30","","","37","23","","","","","","","","","","","","3","2","1","3","3","1","4","5","3","1","2","","3","4","1","","",
"Uganda","UGA","Patent applications, nonresidents","IP.PAT.NRES","","","","44","63","61","54","74","55","80","","83","55","41","56","56","54","33","31","28","28","55","17","16","28","26","","21","21","14","13","4","11","","","","","","","","","","","","1","","","1","","","","","","4","3","","","",
"Ukraine","UKR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1909","555","1156","1257","1568","1631","1621","1604","1610","1153","1438","1689","2054","2416","2723","2872","2380","2756","2604","2464","2556","2356","2226","1862","",
"Upper middle income","UMC","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","23492","21303","25115","23111","25225","26805","26619","41013","39915","44458","43191","54172","71233","89824","89901","86516","93639","96343","103211","118349","141234","152860","159928","169622","151169","165059","185771","197686","202540","211048","219505","213996","",
"Uruguay","URY","Patent applications, nonresidents","IP.PAT.NRES","","","","","315","","293","","326","315","270","262","194","194","186","194","151","142","196","170","213","227","157","174","147","105","124","101","144","111","","137","140","147","151","221","182","370","469","525","572","543","466","504","514","589","725","739","706","750","761","667","678","","639","532","","",
"United States","USA","Patent applications, nonresidents","IP.PAT.NRES","16631","17061","","19154","20579","22312","21670","24046","26291","30407","30832","33640","33355","37144","38445","36569","37294","38068","39475","39959","42231","44009","46309","44312","49443","51562","55721","63522","68644","76337","80520","84160","90922","84241","95522","104180","105054","101282","102246","116512","131100","148958","150200","153500","167407","182866","204182","214807","224733","231194","248249","255832","274033","283781","293706","301075","310244","",
"Uzbekistan","UZB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295","64","19","53","367","","361","213","443","203","171","205","180","186","198","186","174","262","274","253","258","223","219","202","",
"St. Vincent and the Grenadines","VCT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","2","","","","","","","","","","","","2","8","8","7","","",
"Venezuela, RB","VEN","Patent applications, nonresidents","IP.PAT.NRES","","","","","1294","1639","1722","1705","1867","2018","1873","1818","2201","2235","1737","1983","1903","2025","2048","1923","1831","1980","1893","1482","1359","1303","1292","1369","","1184","1090","1128","1338","1489","1505","","1822","2323","","","2292","","","","","","","","","","","1565","","","","","","",
"British Virgin Islands","VGB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","3","2","","2","16","17","25","49","193","270","659","929","1234","1080","1107","1205","1234","1142","1072","1328","1767","1970","2641","2995","2632","3276","3260","3423","3552","3960","4451","4668","",
"Vanuatu","VUT","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"World","WLD","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","229735","218920","225612","240599","247456","243588","232713","255200","245061","264196","309182","347116","384611","409205","426853","447515","495626","492873","492525","531147","590061","634749","667043","681999","631200","673074","713149","743868","771713","794223","818981","816783","",
"Samoa","WSM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","5","1","3","2","4","2","","","","","4","","","","","","2","","","","2","3","","","","","","","7","2","","","11","","","","","","","99","3","","",
"Kosovo","XKX","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","12","7","","","","","","","","","","","","","","","","","","","","","16","30","22","18","19","13","27","23","34","24","","","55","37","49","37","24","25","16","",
"South Africa","ZAF","Patent applications, nonresidents","IP.PAT.NRES","","","","4292","4430","5018","5411","","6191","","6316","6119","6224","6073","5777","5521","5287","4762","4436","4535","5024","5694","6585","5479","6275","5849","5046","4844","4905","4842","4943","4654","4423","4282","4968","5482","6115","6917","7190","3002","2400","5427","5617","5303","5833","6001","6739","7402","7081","5913","5562","6589","6836","6657","6750","6608","6928","",
"Zambia","ZMB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","204","229","193","185","150","192","196","206","175","175","144","94","106","94","113","107","91","91","79","105","108","99","74","50","50","47","64","60","","39","36","","","34","","25","6","10","27","22","9","20","17","9","12","21","31","26","25","","","",
"Zimbabwe","ZWE","Patent applications, nonresidents","IP.PAT.NRES","","","","623","412","409","420","438","412","478","386","409","441","413","418","","","","","201","281","274","230","237","191","205","206","200","144","138","159","128","161","136","","125","122","","","","","","","","","","","","","","","","","","","19","5","",
