"Data Source","World Development Indicators",

"Last Updated Date","2018-10-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","2.33333333333333","","",
"Afghanistan","AFG","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","2.06782464846981","","",
"Angola","AGO","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9099221945937","48.809817919307","48.7097136440202","48.6096093687335","48.5095050934467","48.4094008181599","48.3092965428732","48.2091922675864","48.1090879922997","48.0089837170129","47.9088794417262","47.8087751664394","47.7086708911526","47.6085666158659","47.5084623405791","47.4083580652924","47.3082537900056","47.2081495147189","47.1080452394321","47.0079409641453","46.9078366888586","46.8077324135718","46.7076281382851","46.6075238629983","46.5074195877116","46.4073153124248","","",
"Albania","ALB","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7883211678832","28.7171532846715","28.6459854014599","28.5748175182482","28.5036496350365","28.4324817518248","28.3613138686131","28.2901459854015","28.2189781021898","28.1478102189781","28.0766423357664","28.1722627737226","28.2678832116788","28.363503649635","28.4591240875912","28.5547445255474","28.5102189781022","28.4656934306569","28.4211678832117","28.3766423357664","28.3321167883212","28.2970802919708","28.2620437956204","28.2270072992701","28.1919708029197","28.1569343065693","","",
"Andorra","AND","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","34.0425531914894","","",
"Arab World","ARB","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.68424788301754","3.66727341496335","3.65029358828322","3.63331914514749","3.61634470201176","3.59937025887604","3.58239581574031","3.56542137260459","3.54844692946886","3.53147322033137","3.51449804319741","3.50255368995225","3.49060786871062","3.47870874205647","3.46676530761818","3.45481825192928","3.44721856626716","3.43963051432147","3.43204353577799","3.42509157090994","3.41750846076575","2.87420360655815","2.85632230023747","2.83844162693571","2.82056074656577","2.8026800745767","","",
"United Arab Emirates","ARE","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.93062200956938","3.00837320574163","3.08612440191388","3.16387559808612","3.24162679425837","3.31937799043062","3.39712918660287","3.47488038277512","3.55263157894737","3.63038277511962","3.70813397129187","3.71291866028708","3.7177033492823","3.72248803827751","3.72727272727273","3.73205741626794","3.74473684210526","3.75741626794258","3.7700956937799","3.78277511961723","3.79545454545455","3.80813397129187","3.82081339712919","3.83349282296651","3.84617224880383","3.85885167464115","","",
"Argentina","ARG","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7135335021504","12.6063602380978","12.4991869740453","12.3920137099927","12.2848404459402","12.1776671818876","12.070493917835","11.9633206537825","11.8561473897299","11.7489741256774","11.6418008616248","11.5194632932484","11.397125724872","11.2747881564956","11.1524505881192","11.0301130197428","10.9139142540807","10.7977154884185","10.6815167227563","10.5653179570942","10.449119191432","10.3406670101473","10.2322148288626","10.1237626475779","10.0153104662932","9.90685828500853","","",
"Armenia","ARM","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7667720407446","11.7527221636811","11.7527221636811","11.7456972251493","11.7386722866175","11.7316473480857","11.7246224095539","11.7175974710221","11.7105725324903","11.7035475939586","11.6965226554268","11.689497716895","11.6824727783632","11.6754478398314","11.6684229012996","11.6613979627678","11.654373024236","11.6473480857043","11.6403231471725","11.6332982086407","11.6262732701089","11.6332982086407","11.6403231471725","11.6473480857043","11.654373024236","11.6613979627678","","",
"American Samoa","ASM","Forest area (% of land area)","AG.LND.FRST.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.95","91.75","91.6","91.45","91.25","91.1","90.95","90.75","90.6","90.4","90.25","90.1","89.9","89.75","89.55","89.4","89.25","89.05","88.9","88.75","88.55","88.4","88.2","88.05","87.9","87.7","","",
